type,study,date_numeric,.median_slope,.lower_slope,.upper_slope,.median_smooth,.lower_smooth,.upper_smooth,min,max
nonseasonal,Study 1,120.06462825651302,-7.699279182538099e-4,-0.006046059416316141,0.00501475754987046,0.24216401112856412,-0.39237543561099514,1.1069730486015406,119,182
nonseasonal,Study 1,122.31512925851702,-7.866978768977795e-4,-0.006041546292949451,0.004966386632668237,0.239507347408011,-0.3862732689081802,1.0951792891682615,119,182
nonseasonal,Study 1,124.56563026052102,-7.949417085845178e-4,-0.00602533946110484,0.004932186141559654,0.23746205902854656,-0.38239505839187876,1.092531694051409,119,182
nonseasonal,Study 1,126.81613126252502,-8.00005412394944e-4,-0.006069226359073365,0.004904508714691224,0.2346787033095803,-0.37538472527423417,1.0908350007166439,119,182
nonseasonal,Study 1,129.06663226452906,-8.05544344034681e-4,-0.006081481797341748,0.004826783334571647,0.2327430911003317,-0.3703129595752867,1.0885261579165304,119,182
nonseasonal,Study 1,131.31713326653306,-8.178236265699024e-4,-0.0060684525987037,0.0048098862249823454,0.23085571340500505,-0.3657603046611769,1.0825445566548364,119,182
nonseasonal,Study 1,133.56763426853706,-8.242436270872178e-4,-0.006093277755386817,0.004765210944573938,0.2276959902153255,-0.3640561385952366,1.0764921390211726,119,182
nonseasonal,Study 1,135.81813527054106,-8.332062139612684e-4,-0.006096469000624327,0.004723880655038701,0.2262175633662,-0.3590546907041707,1.0724395506755102,119,182
nonseasonal,Study 1,138.06863627254506,-8.37379876272859e-4,-0.0061286829504680895,0.00468138509595178,0.2241175768594237,-0.35586056752432405,1.0692798162371497,119,182
nonseasonal,Study 1,140.31913727454906,-8.385806785325689e-4,-0.0061054139948418795,0.0046587916067951365,0.22234558182932512,-0.35261127092533556,1.0602455799844908,119,182
nonseasonal,Study 1,142.56963827655306,-8.50911603679852e-4,-0.00605890498162065,0.00461122555825838,0.2199393916649729,-0.34920363876707927,1.0576177683300456,119,182
nonseasonal,Study 1,144.82013927855706,-8.627419733481245e-4,-0.006114391849301737,0.004558394967731083,0.21678705653920152,-0.3459504718797645,1.0487834348481708,119,182
nonseasonal,Study 1,147.07064028056112,-8.753838873082342e-4,-0.006127521781740253,0.004507441155331832,0.21409355197029656,-0.34317417521805366,1.039016372574789,119,182
nonseasonal,Study 1,149.32114128256512,-8.864581163142704e-4,-0.006151561384282189,0.004436734010778915,0.21199351140473954,-0.3390040689058628,1.0364485156503462,119,182
nonseasonal,Study 1,151.57164228456912,-8.978695181238727e-4,-0.006156121129856362,0.004409355395005445,0.2090387100757235,-0.3365637934495318,1.033903296126978,119,182
nonseasonal,Study 1,153.82214328657312,-9.088416277544531e-4,-0.006157367227772187,0.004358865307699937,0.20702165064377168,-0.3367898531532182,1.0334162780564276,119,182
nonseasonal,Study 1,156.07264428857712,-9.145970705226603e-4,-0.00616371414071601,0.004317188491295697,0.20430556778160677,-0.33889952370630055,1.0247600364467633,119,182
nonseasonal,Study 1,158.32314529058112,-9.245508780057754e-4,-0.006201830791051702,0.004245773657499116,0.201442017426071,-0.3375063310535408,1.0211123000018112,119,182
nonseasonal,Study 1,160.57364629258512,-9.358498928649372e-4,-0.006214061025577866,0.004208306079891976,0.19696133141171984,-0.3374424933896213,1.0162190564246825,119,182
nonseasonal,Study 1,162.82414729458918,-9.414882846149608e-4,-0.006190229070787701,0.004190294348767331,0.19484894166822775,-0.3397638719348623,1.0105026731434623,119,182
nonseasonal,Study 1,165.07464829659318,-9.466608392738607e-4,-0.006230447956101504,0.004152279758674881,0.19263580421444998,-0.3371239591049081,1.0064576938948442,119,182
nonseasonal,Study 1,167.32514929859718,-9.585968751280038e-4,-0.006268638615984645,0.004148232592469242,0.18973658929410142,-0.33708247139718023,0.9966604195341913,119,182
nonseasonal,Study 1,169.57565030060118,-9.672610545991001e-4,-0.006290829938140549,0.004129886593727538,0.18692408575126923,-0.33440865590174934,0.9874928564497085,119,182
nonseasonal,Study 1,171.82615130260518,-9.836210727587336e-4,-0.006333940055890108,0.004105766508410297,0.1830501156653368,-0.3353996996626112,0.9887862036740003,119,182
nonseasonal,Study 1,174.07665230460918,-9.898030874089248e-4,-0.006382428812144736,0.0041224788401125,0.17961672507311896,-0.3320145723450023,0.9816752987236801,119,182
nonseasonal,Study 1,176.32715330661318,-9.921133258261605e-4,-0.006421861179028987,0.004097428985735944,0.17621253409675885,-0.32870359839620983,0.9814502272749519,119,182
nonseasonal,Study 1,178.57765430861718,-0.0010020293786244805,-0.006422671142014558,0.004070794779317123,0.1735845660623276,-0.32950359630723075,0.9772808689755781,119,182
nonseasonal,Study 1,180.82815531062124,-0.001007437275997447,-0.006478015897153078,0.004043310221661308,0.1711446731789898,-0.3248953094730009,0.9731997398485241,119,182
nonseasonal,Study 10,-167.9995,5.726873999745141e-4,-0.0016346067652300844,0.0025790126265814997,0.17101893621370712,-0.2844579611713657,0.7039464457954788,-168,567
nonseasonal,Study 10,-165.748998997996,5.725898855890588e-4,-0.0016346655253046682,0.0025789122515225407,0.1726399894432017,-0.28107291981754184,0.7014088001130734,-168,567
nonseasonal,Study 10,-163.49849799599195,5.72494041728433e-4,-0.0016348662322557272,0.0025785684121114308,0.1740165946755024,-0.27886197393479967,0.6991245623257808,-168,567
nonseasonal,Study 10,-161.24799699398795,5.723105319377364e-4,-0.0016352883909748206,0.002577841711640104,0.17521572582798284,-0.2762664006376082,0.6979003463037547,-168,567
nonseasonal,Study 10,-158.99749599198395,5.7129060243577e-4,-0.0016359380912114863,0.002576650256092688,0.1779435633649552,-0.27439445585540484,0.6988257675264119,-168,567
nonseasonal,Study 10,-156.74699498997995,5.704698049224799e-4,-0.0016368633318414316,0.0025724582086807104,0.1797015899799563,-0.26687688953066635,0.6954106520392167,-168,567
nonseasonal,Study 10,-154.49649398797595,5.692457004241591e-4,-0.0016380776232241545,0.002571822440972093,0.18063907497264559,-0.26543187368311616,0.694439758234725,-168,567
nonseasonal,Study 10,-152.24599298597195,5.662599978500937e-4,-0.0016397011955382457,0.002567179350639047,0.18168532724386177,-0.2613316567051436,0.6942196989869531,-168,567
nonseasonal,Study 10,-149.99549198396795,5.639630594085621e-4,-0.0016407169938115196,0.0025659836787914054,0.182093315777858,-0.2584768051621503,0.6939121116270455,-168,567
nonseasonal,Study 10,-147.74499098196395,5.639727491679736e-4,-0.0016440348915597314,0.002558042493379374,0.18324129301276276,-0.2539892774694416,0.6955449457711566,-168,567
nonseasonal,Study 10,-145.4944899799599,5.617547255976074e-4,-0.0016392832105555089,0.00254985386037576,0.18464038728247162,-0.2513562151274381,0.6925317490820522,-168,567
nonseasonal,Study 10,-143.2439889779559,5.607555783812557e-4,-0.0016362862467131367,0.0025358889636700735,0.18689419348109243,-0.24869760166234386,0.6939623958877004,-168,567
nonseasonal,Study 10,-140.9934879759519,5.592687142563779e-4,-0.001634415797320543,0.002525937251204867,0.1885950580106168,-0.24472291399263765,0.6915185662030728,-168,567
nonseasonal,Study 10,-138.7429869739479,5.531504156386369e-4,-0.0016328578504282154,0.002513597901007691,0.19001688072719375,-0.24131161881920624,0.6868261970492062,-168,567
nonseasonal,Study 10,-136.4924859719439,5.484421272128337e-4,-0.0016432287762366271,0.0025081399563142703,0.19152145721019004,-0.24049206127093534,0.688274485863607,-168,567
nonseasonal,Study 10,-134.2419849699399,5.450618976166055e-4,-0.0016436696804886242,0.0024966490793087966,0.19281043307106954,-0.2393840879780261,0.6877626462000641,-168,567
nonseasonal,Study 10,-131.9914839679359,5.386033260501577e-4,-0.0016463836081864747,0.0024914206665838092,0.19439354544858387,-0.23761092797777422,0.6878410730921765,-168,567
nonseasonal,Study 10,-129.7409829659319,5.349466086906896e-4,-0.0016417930117723634,0.0024742478064720946,0.19574186811232427,-0.23537366869059628,0.6853196606733283,-168,567
nonseasonal,Study 10,-127.49048196392785,5.29523684233979e-4,-0.0016485649385583612,0.002460907277515577,0.19650994006384187,-0.2333466252042943,0.6853548379887756,-168,567
nonseasonal,Study 10,-125.23998096192385,5.280807355567685e-4,-0.0016468271931163736,0.002439779818147469,0.19766535400269825,-0.23046212922343023,0.6843678893325528,-168,567
nonseasonal,Study 10,-122.98947995991985,5.253449168185487e-4,-0.001644417591023517,0.002423110305579261,0.19812826675852205,-0.22829205937601432,0.685342636750744,-168,567
nonseasonal,Study 10,-120.73897895791583,5.18407295924117e-4,-0.0016463878616937433,0.002408819623311853,0.19914274366653412,-0.2270172140721321,0.6845074519461225,-168,567
nonseasonal,Study 10,-118.48847795591182,5.138185180109112e-4,-0.0016452755349741222,0.002390074155639298,0.19957162856116814,-0.22644390479407361,0.6836623014392083,-168,567
nonseasonal,Study 10,-116.23797695390782,5.070540924634326e-4,-0.0016461323465444266,0.0023718900072799967,0.2009082671369753,-0.22469477004352661,0.6835340437754809,-168,567
nonseasonal,Study 10,-113.9874759519038,4.980424849476695e-4,-0.0016495372338193315,0.002352412791790936,0.20214431974808272,-0.2204296093846166,0.6826009410462275,-168,567
nonseasonal,Study 10,-111.73697494989979,4.888907994271552e-4,-0.00164281204140318,0.0023282083631059867,0.20381320086957022,-0.21557759292563983,0.6820614495859216,-168,567
nonseasonal,Study 10,-109.48647394789579,4.754876619106341e-4,-0.0016472471773193442,0.002295081484918192,0.20514825337458015,-0.21256606659310978,0.6810274568161492,-168,567
nonseasonal,Study 10,-107.23597294589179,4.652807912564061e-4,-0.0016501911403166841,0.002264102349427976,0.20692752906712708,-0.21108037693420473,0.6799342678355997,-168,567
nonseasonal,Study 10,-104.98547194388777,4.580195527154052e-4,-0.001650983460255162,0.0022475164797530747,0.20725054896793932,-0.2095925489472048,0.6825648285502406,-168,567
nonseasonal,Study 10,-102.73497094188377,4.4589720787913123e-4,-0.0016639305399898663,0.0022214227170538887,0.2077256470343443,-0.20723820807348184,0.6803670495503379,-168,567
nonseasonal,Study 10,-100.48446993987976,4.3080697784136923e-4,-0.0016763686306153769,0.002188561666408016,0.20890039448099268,-0.20554763312347868,0.6776388282695044,-168,567
nonseasonal,Study 10,-98.23396893787576,4.1976348372219086e-4,-0.0016853043020764735,0.0021678883382517094,0.21007247668847323,-0.2038433766524413,0.6760987688850547,-168,567
nonseasonal,Study 10,-95.98346793587174,4.0665000942963214e-4,-0.0016916028822741571,0.002153876544535442,0.2106748969604777,-0.2013609734827277,0.6769425540109173,-168,567
nonseasonal,Study 10,-93.73296693386773,3.939891292381592e-4,-0.0017083837535694646,0.0021262157700652202,0.21204544269049164,-0.19966988541951353,0.6738898165678345,-168,567
nonseasonal,Study 10,-91.48246593186373,3.7810712139041414e-4,-0.00173710052851217,0.0021053931359010787,0.21203243980497005,-0.19731994806354028,0.6726013556013934,-168,567
nonseasonal,Study 10,-89.23196492985971,3.635337694068985e-4,-0.0017470743286604473,0.0020923421638285858,0.2132195762783053,-0.19493037227962173,0.6729909040856109,-168,567
nonseasonal,Study 10,-86.98146392785571,3.5072583531858825e-4,-0.001774234457740942,0.00207147459932444,0.21396151296542734,-0.19220566455238744,0.6710432291762578,-168,567
nonseasonal,Study 10,-84.7309629258517,3.3837199736597157e-4,-0.0018119830424531693,0.002047576828555219,0.21488388787861065,-0.1905191427595575,0.6689773606578288,-168,567
nonseasonal,Study 10,-82.4804619238477,3.2208436470670954e-4,-0.0018377084765028306,0.0020252730039915776,0.21613677988546942,-0.18701243396457562,0.6663689223102482,-168,567
nonseasonal,Study 10,-80.22996092184368,3.0491192701265213e-4,-0.0018656011059214883,0.0020173709472034985,0.21674408876680049,-0.18771200744961278,0.6629695305545762,-168,567
nonseasonal,Study 10,-77.97945991983968,2.9206776142043367e-4,-0.0018819730293245795,0.0019982866644410735,0.21769914601726137,-0.18390326866658663,0.6610147272272191,-168,567
nonseasonal,Study 10,-75.72895891783567,2.7251689478646757e-4,-0.0019062635958078111,0.001970304718335036,0.2178337370337575,-0.18130305880873382,0.6589654760554076,-168,567
nonseasonal,Study 10,-73.47845791583167,2.521363434704327e-4,-0.00192290267772427,0.00193205232132676,0.2182345294439769,-0.17955726696772242,0.6576425817024898,-168,567
nonseasonal,Study 10,-71.22795691382765,2.313727548580724e-4,-0.0019467374969023288,0.0019132106021904622,0.21842227165241612,-0.17859937966194114,0.6558248884150143,-168,567
nonseasonal,Study 10,-68.97745591182365,2.131900988036617e-4,-0.0019682177638979947,0.001889496513061278,0.21891382344317642,-0.17860495000838691,0.654266088175694,-168,567
nonseasonal,Study 10,-66.72695490981964,1.9067901971259182e-4,-0.001991171153847837,0.001874386702926943,0.2193542649541114,-0.1761222846992677,0.6539061882829031,-168,567
nonseasonal,Study 10,-64.47645390781564,1.6605861263840893e-4,-0.002036797870594298,0.0018731465469823405,0.2199900965135701,-0.17367842086215957,0.6497022978420047,-168,567
nonseasonal,Study 10,-62.225952905811624,1.376756280646596e-4,-0.002071805444983643,0.001876843991202581,0.22060738367079497,-0.17286115936023147,0.6474193981790097,-168,567
