type,study,date_numeric,.median_slope,.lower_slope,.upper_slope,.median_smooth,.lower_smooth,.upper_smooth,min,max
nonseasonal,Study 10,-59.97545190380761,1.143308976520041e-4,-0.0021043465823600283,0.0018821610987609914,0.22094609099953075,-0.17141735217509182,0.6449995202778812,-168,567
nonseasonal,Study 10,-57.72495090180361,8.7675924367869307e-05,-0.0021316895281425774,0.001891173419204389,0.2213942609160665,-0.16987442307696568,0.6424178185714604,-168,567
nonseasonal,Study 10,-55.474449899799595,6.254262324700832e-5,-0.00217965881177673,0.001886201921552642,0.22142945065794464,-0.16876361678452645,0.6407438163627379,-168,567
nonseasonal,Study 10,-53.223948897795594,3.913994081616856e-5,-0.002239441424362054,0.001866055442123482,0.2213264648256429,-0.16834735627815806,0.6381941333017238,-168,567
nonseasonal,Study 10,-50.97344789579158,1.1023685159150531e-5,-0.002279263766938322,0.0018617736919579457,0.22104325718649948,-0.1667195029793164,0.6372430510494171,-168,567
nonseasonal,Study 10,-48.72294689378758,-2.3792204262296224e-5,-0.002316429710264023,0.00185076593093407,0.2200040277918147,-0.16604890302009767,0.6358952434311478,-168,567
nonseasonal,Study 10,-46.472445891783565,-5.624345908450401e-5,-0.0023676352220121377,0.0018451764266028106,0.21991534254877887,-0.16621413903574306,0.6351320490412874,-168,567
nonseasonal,Study 10,-44.221944889779564,-8.746750129740022e-5,-0.0024239483912676107,0.0018263059983009127,0.21969860441669514,-0.16522275660682423,0.6335641584101819,-168,567
nonseasonal,Study 10,-41.97144388777555,-1.122903112160678e-4,-0.0024639870193535196,0.0018221802699266972,0.21875212062883864,-0.1645312751163942,0.631932816501121,-168,567
nonseasonal,Study 10,-39.72094288577155,-1.399989167372162e-4,-0.0025151237105003332,0.0018232821316167813,0.21816837565642946,-0.16281079201306115,0.6294585402685432,-168,567
nonseasonal,Study 10,-37.47044188376755,-1.6946363949610355e-4,-0.0025865861453269745,0.0018195314775967797,0.21805286848944413,-0.16194030832669334,0.6275159375132443,-168,567
nonseasonal,Study 10,-35.21994088176352,-2.012177965499129e-4,-0.0026631695867279648,0.0018146527698700832,0.2184792383620962,-0.16172465937526745,0.6251853925271641,-168,567
nonseasonal,Study 10,-32.96943987975952,-2.3197800738672392e-4,-0.0027328700894752034,0.0018203829925608713,0.21803791362621522,-0.16005058987425383,0.6206669428271528,-168,567
nonseasonal,Study 10,-30.71893887775552,-2.684868788266348e-4,-0.002785860351470215,0.0018181550418383539,0.21670397318058507,-0.1573542581367034,0.6192632996377183,-168,567
nonseasonal,Study 10,-28.46843787575152,-3.00677279158057e-4,-0.0028588876304941335,0.0018144444408112193,0.21598316654320648,-0.15620417670155617,0.6145956591664589,-168,567
nonseasonal,Study 10,-26.21793687374749,-3.317347186115871e-4,-0.002896051600249916,0.001815625071571734,0.21510552515963371,-0.15561418272453614,0.6117618794435635,-168,567
nonseasonal,Study 10,-23.96743587174349,-3.623468287916598e-4,-0.002975448951464399,0.0018141205074956313,0.2137783195407991,-0.15523551174536107,0.6089220243857767,-168,567
nonseasonal,Study 10,-21.71693486973949,-3.9710270578752205e-4,-0.0030343463064769205,0.0018103894854071237,0.21251115533519488,-0.15435475560461276,0.6037182435296551,-168,567
nonseasonal,Study 10,-19.46643386773546,-4.313301605746167e-4,-0.0031009621369648688,0.0018095859219085502,0.21147827470754071,-0.15271392173351098,0.5994708473289709,-168,567
nonseasonal,Study 10,-17.21593286573146,-4.5927094727282736e-4,-0.003152268577732986,0.0017943170324677402,0.21077708702277215,-0.15274338360403608,0.595367458419507,-168,567
nonseasonal,Study 10,-14.965431863727463,-4.951674809211548e-4,-0.003201228612534357,0.0017636874061133926,0.20924829788925367,-0.15147106486594236,0.5905887323756943,-168,567
nonseasonal,Study 10,-12.714930861723463,-5.299043911582979e-4,-0.0032664411087596212,0.0017541055713887752,0.20817556725352532,-0.15011099259042132,0.5860638485958327,-168,567
nonseasonal,Study 10,-10.464429859719434,-5.602273732419061e-4,-0.003335087290692873,0.0017273367590990572,0.20725513461525297,-0.15224510229705546,0.583502234705243,-168,567
nonseasonal,Study 10,-8.213928857715434,-5.902155293252553e-4,-0.0034048214607340643,0.0017144228933434027,0.20516298466442512,-0.15162538942634216,0.579569407420607,-168,567
nonseasonal,Study 10,-5.963427855711432,-6.210848515764145e-4,-0.003469508425893442,0.0017005497831110148,0.20413439758555807,-0.15007689006949343,0.5759439643404962,-168,567
nonseasonal,Study 10,-3.7129268537074323,-6.521571341913668e-4,-0.0035273577917955407,0.001682646304597933,0.20271155414657238,-0.14969895799679644,0.5755252027495076,-168,567
nonseasonal,Study 10,-1.4624258517034032,-6.871092334687079e-4,-0.003582090525713899,0.0016454867402593276,0.2011709885752408,-0.14902574601772894,0.5749442359248221,-168,567
nonseasonal,Study 10,0.7880751503005972,-7.208894743232497e-4,-0.0036450883842659154,0.0016022783747224308,0.19951305250071832,-0.15057584538045032,0.5721243124579004,-168,567
nonseasonal,Study 10,3.0385761523045973,-7.548365387743949e-4,-0.003712997373117588,0.0015609511016659292,0.19753440830134072,-0.15099141468209465,0.5682449920473476,-168,567
nonseasonal,Study 10,5.289077154308599,-7.831834431190621e-4,-0.003749950968803817,0.0015196543729265027,0.195565051213061,-0.1508352921155478,0.565403144356152,-168,567
nonseasonal,Study 10,7.539578156312627,-8.083658717301934e-4,-0.0037824867700986253,0.0014642626951139046,0.19369900046736827,-0.15128432672177414,0.5639213644474458,-168,567
nonseasonal,Study 10,9.790079158316626,-8.436685265122978e-4,-0.00383499829980094,0.0014261345100713414,0.19212962964009667,-0.15156160880535588,0.5593550384715342,-168,567
nonseasonal,Study 10,12.040580160320626,-8.774676541617454e-4,-0.0038683025481753286,0.0013834439333060278,0.19020565685220667,-0.15111917825079607,0.5539157801277262,-168,567
nonseasonal,Study 10,14.291081162324655,-9.068941079354298e-4,-0.0038986197471432837,0.001328504870642953,0.18747808464531476,-0.1517420691504257,0.5485455988090623,-168,567
nonseasonal,Study 10,16.54158216432866,-9.41083484806704e-4,-0.003925885973789234,0.0012948176020044497,0.18565792132788367,-0.15329827874912977,0.5446657368367168,-168,567
nonseasonal,Study 10,18.79208316633266,-9.721454783673256e-4,-0.003960179818558729,0.0012636502817436881,0.1833209566646713,-0.1533060193655525,0.5431964746374555,-168,567
nonseasonal,Study 10,21.04258416833666,-0.001001888115692573,-0.003966885862172198,0.0012129045480580654,0.18047310363369165,-0.1557132146280796,0.5382461761566236,-168,567
nonseasonal,Study 10,23.29308517034069,-0.0010404419802656495,-0.003982341402192224,0.0011734869434870657,0.17767029261461229,-0.15638245126042657,0.532768027916497,-168,567
nonseasonal,Study 10,25.54358617234469,-0.0010703837944048278,-0.004026883551050409,0.0011216217983226603,0.17490442914210383,-0.15914423935634156,0.5268369425611731,-168,567
nonseasonal,Study 10,27.79408717434869,-0.001099123967548965,-0.00407059954097011,0.0010736839866673496,0.1721023542355059,-0.16203096418410684,0.5233090738876137,-168,567
nonseasonal,Study 10,30.04458817635269,-0.0011382850854391169,-0.0040995706931105935,0.0010352206277798545,0.1691714169087445,-0.16313824233180554,0.5201429819763949,-168,567
nonseasonal,Study 10,32.29508917835672,-0.0011704692514935555,-0.0041272221329935466,9.927082061905723e-4,0.16690059065736224,-0.16328976312045687,0.5164481983526458,-168,567
nonseasonal,Study 10,34.54559018036072,-0.001198196859092393,-0.004169678186977457,9.286171427404231e-4,0.16367713009336698,-0.1657860004955516,0.514909911475784,-168,567
nonseasonal,Study 10,36.79609118236472,-0.0012328937326333556,-0.004204213712932087,8.664675023611893e-4,0.16118870985009087,-0.16988134367648555,0.5119799990110863,-168,567
nonseasonal,Study 10,39.04659218436872,-0.0012668499705381642,-0.004242538789475669,8.086480335248157e-4,0.1588233471982689,-0.17316084247406816,0.5086688427446578,-168,567
nonseasonal,Study 10,41.29709318637275,-0.0013017889649580283,-0.004272003928335044,7.458862275305086e-4,0.1554000887511805,-0.1754944882625623,0.5049050522597615,-168,567
nonseasonal,Study 10,43.54759418837675,-0.001331960261252707,-0.004306778485670126,7.194877422082766e-4,0.1511290526271411,-0.17836261259731487,0.5010950243487237,-168,567
nonseasonal,Study 10,45.79809519038075,-0.001360225767688128,-0.004321897739033298,6.63293415461771e-4,0.1471814069514954,-0.1809172325530922,0.49856131897371453,-168,567
nonseasonal,Study 10,48.04859619238478,-0.0013970320449502305,-0.004330624971805863,6.070832418630915e-4,0.14403826875032913,-0.18402408808444273,0.49183623834395424,-168,567
nonseasonal,Study 10,50.29909719438878,-0.0014274778361994533,-0.004365901213924939,5.633509607694265e-4,0.1405637712749067,-0.18634952137418986,0.4872737756878888,-168,567
nonseasonal,Study 10,52.54959819639278,-0.0014558265765962641,-0.004390357217184948,5.217299834298083e-4,0.136505192780202,-0.18852046407583214,0.48128124754243473,-168,567
nonseasonal,Study 10,54.80009919839678,-0.0014931457405775728,-0.004420147133554764,4.5570196261363033e-4,0.1327738086239128,-0.19137122677667823,0.47495055881164233,-168,567
nonseasonal,Study 10,57.05060020040081,-0.0015331121713813012,-0.0044321136106743875,4.040826428873539e-4,0.12877004689893956,-0.19369388914285937,0.46844451963875566,-168,567
nonseasonal,Study 10,59.30110120240481,-0.001570472598105832,-0.0044397560721942675,3.513788306194737e-4,0.12579612850545968,-0.19624180544111497,0.4647342956394526,-168,567
nonseasonal,Study 10,61.55160220440881,-0.0015934869969369547,-0.004448606771263741,3.0205739645350186e-4,0.12221053104124868,-0.20159927679839756,0.45867637223476065,-168,567
nonseasonal,Study 10,63.80210320641281,-0.0016242144659922575,-0.004456154747713159,2.595701862354015e-4,0.11868952456417292,-0.2064636798684047,0.45335959054867697,-168,567
nonseasonal,Study 10,66.05260420841684,-0.0016517162391635476,-0.004480663027615905,2.1563561279913556e-4,0.11515392803389435,-0.20934054198478155,0.44942492056019634,-168,567
nonseasonal,Study 10,68.30310521042084,-0.0016821045481091312,-0.004465306208443695,1.6786838392887515e-4,0.11126023952269394,-0.21351691419859917,0.4445022036277039,-168,567
nonseasonal,Study 10,70.55360621242484,-0.0017253205262732219,-0.004479077511829535,1.403364602123297e-4,0.10767110955190312,-0.21733730369495577,0.4385938744637392,-168,567
nonseasonal,Study 10,72.80410721442884,-0.001759280696372878,-0.004503472349028093,1.1818305344149472e-4,0.1034807489099622,-0.22212244516514157,0.43521800362556595,-168,567
nonseasonal,Study 10,75.05460821643287,-0.0017976455228274624,-0.004521938536018039,8.845229070020016e-5,0.09891745275723984,-0.22588966900628896,0.43073203085137757,-168,567
nonseasonal,Study 10,77.30510921843687,-0.0018363873555693466,-0.004529180779005992,6.315877416063196e-5,0.09432593740359377,-0.23047079331700215,0.4267965895405212,-168,567
nonseasonal,Study 10,79.55561022044087,-0.0018630564030952534,-0.004537785881153153,2.7000858343958544e-5,0.09059009220191719,-0.23538362606295998,0.42042047037700253,-168,567
nonseasonal,Study 10,81.80611122244487,-0.0018931841439875918,-0.004561347917003689,6.238505878205718e-6,0.08659206646446932,-0.23853970281702025,0.4153510705137086,-168,567
nonseasonal,Study 10,84.0566122244489,-0.0019297125222333955,-0.00458432821953958,-2.682881970854419e-5,0.08219884941542224,-0.24179987133215186,0.4118187564448237,-168,567
nonseasonal,Study 10,86.3071132264529,-0.001966787781859658,-0.0045871878348986705,-4.5293704121347574e-5,0.07728714607890774,-0.24699391235019644,0.40669343845846684,-168,567
nonseasonal,Study 10,88.5576142284569,-0.001997632797789972,-0.004617795742301728,-6.878193198056865e-5,0.07246687355781382,-0.2528290374033894,0.4017512142155137,-168,567
nonseasonal,Study 10,90.8081152304609,-0.0020331155024880254,-0.004623457557310223,-8.757612186727425e-5,0.0683035271706276,-0.25744000321109967,0.3962972715865211,-168,567
nonseasonal,Study 10,93.0586162324649,-0.0020663176832497188,-0.0046570457569290735,-9.697830917893018e-5,0.06277819867054807,-0.2622774635989218,0.3903717224158088,-168,567
nonseasonal,Study 10,95.30911723446896,-0.0021005438090582196,-0.004686677287191188,-1.2543460195351287e-4,0.05784126261806884,-0.2679031455373206,0.3851757431179506,-168,567
nonseasonal,Study 10,97.55961823647296,-0.002136680560496651,-0.004691117501041259,-1.258262330300357e-4,0.053223142922080885,-0.27200761222509373,0.380127515978343,-168,567
nonseasonal,Study 10,99.81011923847696,-0.0021683599659705344,-0.004707840265394739,-1.4061559636975249e-4,0.04839185782896638,-0.2759442510805583,0.373775605324731,-168,567
nonseasonal,Study 10,102.06062024048096,-0.0022025746519577227,-0.004706797320182254,-1.441033713602692e-4,0.04321044308343809,-0.28111711134756473,0.36754237285963465,-168,567
nonseasonal,Study 10,104.31112124248496,-0.0022354431069709912,-0.004738705635893431,-1.475969150731805e-4,0.03861854800930223,-0.28630210286227553,0.36183559144845723,-168,567
nonseasonal,Study 10,106.56162224448896,-0.0022635948095581226,-0.004737826268205042,-1.5083598496022657e-4,0.03337110153962557,-0.28987691907658003,0.35536193614987804,-168,567
nonseasonal,Study 10,108.81212324649296,-0.0022957711971471895,-0.004764867222975533,-1.568540470908022e-4,0.028369639664835092,-0.29580023237982833,0.3489639260415599,-168,567
nonseasonal,Study 10,111.06262424849696,-0.0023265226923863125,-0.004764324144128362,-1.6635566275936847e-4,0.023934711047834976,-0.30152045312677384,0.3420401864497125,-168,567
nonseasonal,Study 10,113.31312525050102,-0.00235757613895049,-0.004779503737405849,-1.641938618698547e-4,0.018458762730991507,-0.3080058117198692,0.33649782094981096,-168,567
nonseasonal,Study 10,115.56362625250502,-0.0023842569481513642,-0.004812032422699987,-1.6151431143640745e-4,0.012969093283727685,-0.31415714068497025,0.330720874550093,-168,567
nonseasonal,Study 10,117.81412725450902,-0.002409981202829148,-0.004838019785799452,-1.7888035661268363e-4,0.007987138724353917,-0.3177396596955031,0.32328797370499557,-168,567
nonseasonal,Study 10,120.06462825651302,-0.0024370377935539755,-0.0048316199405561144,-1.8030869491569512e-4,0.002760898989776897,-0.3214154763253144,0.31568073215621767,-168,567
nonseasonal,Study 10,122.31512925851702,-0.00248153623086389,-0.004860581877082215,-1.9027649726666466e-4,-0.0024246454240217114,-0.32588974710964996,0.30770363901668474,-168,567
nonseasonal,Study 10,124.56563026052102,-0.0024979171329847505,-0.004922161938353958,-1.9671880220409473e-4,-0.007374288888690017,-0.3306527235361199,0.3004804823686086,-168,567
nonseasonal,Study 10,126.81613126252502,-0.00251700063204352,-0.004942987153815082,-1.927055008787992e-4,-0.012733521799462758,-0.3355407036447326,0.29269920657690385,-168,567
nonseasonal,Study 10,129.06663226452906,-0.002541911310480205,-0.004986787200170206,-1.921472453619857e-4,-0.01825557300508856,-0.3414965272870923,0.28609282155954946,-168,567
nonseasonal,Study 10,131.31713326653306,-0.0025643687707362084,-0.0050376466982221535,-1.9334742191595805e-4,-0.023219088589891107,-0.3477185177423747,0.2785446355749103,-168,567
nonseasonal,Study 10,133.56763426853706,-0.0025814104264478,-0.005077910284322085,-1.9746753100982845e-4,-0.02864464156106898,-0.35105446581664307,0.2712209597026384,-168,567
