# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=2147
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=12
# sampler_t=NUTS(diag_e)
# sample_file=/scratch/btrueman/bgamcar1-test/models/model-seasonal-diss_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,bs.2,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1.1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2.1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3.1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4.1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5.1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6.1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7.1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8.1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9.1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10.1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11.1,zs_12_1.1,zs_12_1.2,zs_12_1.3,zs_12_1.4,zs_12_1.5,zs_12_1.6,zs_12_1.7,zs_12_1.8,sds_12.1,zs_13_1.1,zs_13_1.2,zs_13_1.3,zs_13_1.4,zs_13_1.5,zs_13_1.6,zs_13_1.7,zs_13_1.8,sds_13.1,zs_14_1.1,zs_14_1.2,zs_14_1.3,zs_14_1.4,zs_14_1.5,zs_14_1.6,zs_14_1.7,zs_14_1.8,sds_14.1,ar.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,z_1.1.10,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,s_12_1.1,s_12_1.2,s_12_1.3,s_12_1.4,s_12_1.5,s_12_1.6,s_12_1.7,s_12_1.8,s_13_1.1,s_13_1.2,s_13_1.3,s_13_1.4,s_13_1.5,s_13_1.6,s_13_1.7,s_13_1.8,s_14_1.1,s_14_1.2,s_14_1.3,s_14_1.4,s_14_1.5,s_14_1.6,s_14_1.7,s_14_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,r_1_1.10,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0110832
# Diagonal elements of inverse mass matrix:
# 0.0354036, 8.40052, 9.74258, 0.420441, 0.0622055, 0.0992646, 0.0368528, 0.596233, 0.727381, 0.27004, 0.2483, 0.0692477, 0.822369, 0.483036, 0.280931, 0.184724, 0.840049, 0.976964, 0.58606, 0.527796, 0.171218, 0.531425, 0.0902476, 0.362972, 0.442668, 0.311014, 0.363089, 0.238945, 0.255726, 0.0982079, 0.605346, 0.110227, 0.265611, 0.522897, 0.228677, 0.367088, 0.141226, 0.211807, 0.100185, 0.570987, 0.602267, 0.811858, 0.611676, 0.971302, 0.760984, 0.879175, 0.880085, 0.814685, 0.501053, 0.465497, 0.64219, 0.598327, 0.840337, 0.615783, 0.827747, 0.669735, 1.01526, 0.425784, 0.445919, 0.624991, 0.592435, 0.745724, 0.62328, 0.811749, 0.552296, 0.933258, 0.176607, 0.200559, 0.291639, 0.295689, 0.582653, 0.388111, 0.598162, 0.534117, 0.416665, 0.501302, 0.317934, 0.357066, 0.354076, 0.376297, 0.474788, 0.590004, 0.495273, 0.213901, 1.0519, 0.999199, 0.81458, 0.720167, 0.809555, 0.903172, 0.783009, 0.713386, 1.2436, 0.55671, 0.331494, 0.309731, 0.286355, 0.267191, 0.396235, 0.35655, 0.356656, 0.137342, 0.733876, 0.453167, 0.435288, 0.421215, 0.523767, 0.6494, 0.632607, 0.547254, 0.613865, 0.0368301, 0.107807, 0.175602, 0.0299055, 0.127968, 0.0620779, 0.19661, 0.234432, 0.0833003, 0.0748156, 0.138382, 0.194622, 0.0679157, 0.255346, 0.154415, 0.25241, 0.420756, 0.109701, 0.0306188, 0.00280607, 0.0336938, 0.100976, 0.455735, 0.561424, 0.11131, 0.119255, 0.122714, 0.110787, 0.186842, 0.109635, 0.209316, 0.168845
-203.559,0.8671,0.0110832,9,511,0,284.357,-0.0706773,2.61558,2.41861,-0.795361,0.130751,-0.574787,-0.43935,1.91358,-0.840306,-0.299689,1.06275,5.26625,-0.463639,0.872529,1.62188,-0.123407,0.553306,-0.382968,0.611013,-0.363804,2.26714,0.691158,-0.015954,0.813642,1.26906,-1.03456,0.353808,-0.564316,0.22261,3.22523,-1.03577,-0.506072,-0.1582,0.196413,-0.633281,-0.581886,-0.588422,0.0683699,3.67343,-0.226421,-0.541844,-0.69632,-0.130562,1.23933,0.874878,-0.718226,0.987525,0.0360283,-0.654535,0.106643,-0.0309911,1.18163,-0.734726,-2.45197,-0.198414,0.343137,0.01212,-0.594141,-1.81814,-2.58302,-1.18332,1.70674,0.802865,0.071845,-0.889027,0.137648,-0.459908,-0.918708,-0.197085,-0.148475,2.42007,0.0745577,-0.121251,-1.07406,0.442475,-0.424607,1.27598,-0.390048,-0.0456185,-0.411186,-0.522033,1.66991,1.32977,0.319785,0.793712,-0.750186,1.57618,-1.46425,-0.319991,0.415577,-1.10608,0.219741,0.0825678,2.02016,-1.42489,-0.138262,0.936286,-0.326671,-0.167347,1.00528,0.143077,0.511951,1.07238,-0.266208,0.54507,0.362063,-0.280202,-0.582387,0.255932,-0.0607709,1.05893,0.154423,-0.744605,1.42604,0.33005,-0.380511,0.334722,-1.97416,-0.476722,0.145878,-0.0290575,-0.719001,0.907454,-0.021577,-0.845663,-1.46946,0.425246,-0.609749,0.118631,0.182889,0.145259,2.34686,0.544096,1.90932,0.844917,-0.0635795,0.0933567,0.196229,-0.258073,0.457043,-0.280485,-1.23322,-0.919738,-4.18857,0.688569,-3.02697,-2.31373,10.0774,-4.42527,-1.57824,5.59671,-1.05113,1.97814,3.67703,-0.27978,1.25442,-0.868241,1.38525,-0.824795,2.22915,-0.0514554,2.62418,4.093,-3.3367,1.14111,-1.82005,0.717969,-3.80481,-1.85902,-0.581137,0.721509,-2.32632,-2.13752,-2.16153,0.251152,-0.00815757,-0.0195217,-0.0250872,-0.00470395,0.0446508,0.0315204,-0.0258765,0.0355789,-0.00793297,0.00129251,-0.000375612,0.0143214,-0.00890488,-0.0297178,-0.00240478,0.00415882,-0.0817824,-0.250263,-0.355548,-0.162882,0.234929,0.110513,0.00988932,-0.122373,-0.203498,-0.406505,-0.0872054,-0.0656964,1.07082,0.0329899,-0.0536504,-0.475243,-0.135783,0.408041,-0.124731,-0.0145881,-0.131491,-0.166938,0.534011,0.42524,0.0655351,-0.0619412,0.130142,-0.1209,-0.0264209,0.0343132,-0.0913263,0.0181435,1.03422,-0.729472,-0.0707836,0.479333,-0.16724,-0.0856737,0.514656,0.0732483,1.13558,-0.281895,0.57719,0.383399,-0.296714,-0.616707,0.271014,-0.064352,0.0225269,-0.108621,0.208028,0.0481469,-0.055508,0.0488284,-0.287986,-0.0695431,-0.00344711,-0.0852956,0.107652,-0.0025597,-0.100322,-0.174323,0.0504473,-0.0723349,1.03886,0.459716,-0.0345934,0.0507951,0.106767,-0.140416,0.248676,-0.152611,-0.670988,-0.500426,-29.5743,-0.0706773
-208.084,0.905886,0.0110832,9,511,0,278.396,-0.0983332,-3.54028,0.436418,-2.50857,0.495409,-1.02434,-0.648172,0.712625,-0.677429,-0.492917,1.53629,3.74011,0.165894,-0.421204,1.21104,0.39443,-0.885877,0.43294,1.05019,1.91777,2.84614,-1.57965,-0.444008,-0.66214,0.321256,-0.893464,-1.9502,-2.44415,-1.18408,1.50827,-0.853331,-0.823835,0.861086,1.20993,-1.66897,-0.520687,-1.29625,0.861982,1.59422,1.48984,-0.553847,-0.423013,0.763543,-1.1245,-1.20744,1.64198,-0.464716,0.0758501,0.657338,1.14197,0.932381,-1.20363,0.32818,2.26003,0.847249,-0.199865,0.0165501,0.963919,-1.82411,-1.31863,-2.43713,1.35872,0.284621,-0.641411,-0.497357,0.11207,-0.275509,-0.345451,-0.238916,-0.0715272,0.929198,0.0499475,-0.679907,-0.482934,0.976147,-0.486847,0.887435,-0.559621,0.399671,-0.166236,0.542769,0.326271,0.655232,0.910145,-0.813745,0.779971,-0.208297,0.588499,-0.346433,0.40786,1.08352,-0.677476,0.416928,0.101474,-1.83696,-2.21929,0.240619,1.51093,-0.399485,-1.16658,-0.440481,0.399692,0.422591,-0.187083,-0.608636,0.896053,-0.463105,-1.11943,-0.34009,-0.360764,0.33964,0.294447,-1.25477,1.42767,0.369015,-1.20972,-0.731625,-1.03794,0.0858786,0.129367,-0.218948,-1.32283,1.67934,-0.557024,-1.20571,-0.265235,-0.548547,-0.31592,0.0728557,0.12166,0.155855,2.66268,0.532766,1.40108,1.44042,-0.0188503,0.121784,0.123235,0.027642,0.793111,-0.0104258,-1.15087,-0.87777,-9.38231,1.85288,-3.83115,-2.42423,2.6653,-2.53366,-1.84356,5.74588,0.472156,-1.1988,3.44678,1.1226,-2.52133,1.23221,2.989,5.45825,-2.38254,-0.669683,-0.998685,0.484541,-1.34758,-2.94142,-3.68643,-1.78591,-1.3604,-1.31337,1.37276,1.9289,-2.66071,-0.83009,-2.06651,1.37419,0.113005,-0.0420093,-0.0320856,0.0579148,-0.0852931,-0.0915843,0.124544,-0.0352487,0.010879,0.0188997,0.015431,-0.0199201,0.00543139,0.0374036,0.014022,-0.00330778,0.108027,-0.204428,-0.147779,-0.27313,0.152272,0.0318976,-0.0718831,-0.055739,-0.268937,-0.337211,-0.233217,-0.069821,0.907033,0.0487561,-0.663689,-0.471415,-0.443102,0.807695,-0.509336,0.363758,-0.151299,0.493998,0.296954,0.596356,-0.339273,0.325192,-0.086845,0.245362,-0.144438,0.170048,0.451748,-0.282459,0.0405584,-0.734217,-0.887031,0.0961735,0.603907,-0.159671,-0.466272,-0.176057,0.143529,-0.0635408,-0.206717,0.304336,-0.157289,-0.380203,-0.115508,-0.12253,0.0380916,-0.162326,0.184693,0.0477382,-0.156498,-0.0946478,-0.134275,0.0111098,-0.0159516,-0.0963759,0.12235,-0.0405824,-0.0878429,-0.0193239,-0.0399647,-0.0230166,0.746447,0.767404,-0.0100428,0.0648825,0.0656555,0.0147267,0.422542,-0.00555453,-0.613145,-0.467646,-27.9046,-0.0983332
-207.365,0.922379,0.0110832,9,511,0,286.794,0.00142574,-10.0369,0.288145,-1.15129,0.231128,-1.84517,-0.454443,-0.0262083,-1.41975,-1.62362,0.713343,3.21965,-1.42091,0.815185,1.62036,0.0316618,-1.19268,0.424804,0.986491,1.46929,2.41533,-0.930581,-0.26597,-0.338812,0.546869,-0.592787,-0.768034,-1.2319,-0.742475,1.7961,-0.839723,-0.785809,0.974361,1.82626,-1.31529,0.0717482,-0.800026,0.413586,1.32188,0.0846074,1.51418,-0.144069,-0.515562,0.493167,0.869393,0.440208,1.03447,0.150653,-0.00340562,0.0990359,-0.0281013,0.566511,-1.12435,-0.979573,0.624813,-0.0581445,0.721015,-0.564239,-0.425441,-0.577519,0.434363,0.676813,-0.752537,1.37593,-0.827392,0.29383,-0.58998,-0.317596,0.596087,-0.19361,3.01958,0.234743,0.833997,-1.28466,0.612971,-0.664195,1.05576,-0.581261,-0.345138,-0.384287,0.513015,-0.269992,1.09273,0.530703,-0.621731,1.69459,-0.385298,0.815309,1.05185,1.00436,-0.473492,1.0279,0.114898,1.81914,-2.33412,-0.937859,-0.705737,1.04006,0.924819,-0.0901104,-0.880126,0.332561,1.57964,-0.416026,0.332661,0.0509566,0.12008,-1.046,1.09871,0.240006,0.230082,0.400559,-1.0785,1.1484,0.479681,-0.704032,-0.129749,-1.25696,0.391991,0.163926,-0.0320016,-0.629298,0.754596,-0.142189,-0.643462,-0.703511,0.323012,-0.559836,0.143129,0.146991,0.15969,2.28677,0.673205,1.02223,1.15442,-0.234076,-0.0217249,-0.0621892,-0.276942,0.348147,-0.216676,-1.12396,-0.890856,-3.70675,0.744153,-5.9408,-1.46315,-0.0843816,-4.5711,-5.2275,2.29672,-3.43198,1.96894,3.9137,0.0764738,-2.88072,1.02604,2.3827,3.54883,-1.67142,-0.477708,-0.60854,0.982232,-1.06471,-1.37947,-2.21261,-1.33356,-1.11001,-1.03875,1.28799,2.4141,-1.73866,0.0948427,-1.05754,0.546712,0.0127464,0.228116,-0.0217044,-0.077671,0.074297,0.130977,0.0663186,0.155846,-0.00245551,0.0714064,-0.0202615,0.408463,-0.810673,-0.706287,0.4505,-0.0419231,-0.16579,-0.125007,-0.169692,0.127629,0.198868,-0.221118,0.404289,-0.243112,-0.361641,-0.194677,0.365384,-0.118678,1.85091,0.143891,0.511216,-0.787461,-0.35249,0.560294,-0.308477,-0.183166,-0.203942,0.272258,-0.143285,0.579912,-0.0714357,0.194705,-0.04427,0.0936775,0.120855,0.115399,-0.0544034,0.118103,0.604976,-0.776238,-0.311896,-0.234701,0.345885,0.307559,-0.0299672,-0.292696,0.363446,-0.0957202,0.0765393,0.0117242,0.0276281,-0.240666,0.252794,0.055221,0.065662,-0.176794,0.188252,0.078632,-0.115409,-0.0212692,-0.206047,0.0642575,-0.00458035,-0.0900706,0.108004,-0.0203514,-0.0920977,-0.100693,0.0462322,-0.0801286,0.688172,0.77716,-0.157581,-0.0146253,-0.0418661,-0.186439,0.234374,-0.145867,-0.756654,-0.599729,-29.9758,0.00142574
-223.35,0.967237,0.0110832,8,255,0,280.767,0.13731,-7.63581,-1.12333,-2.53168,0.128348,-2.00702,-0.671779,0.81668,-0.841524,-0.387047,1.27719,2.37607,-1.17931,1.08841,0.935142,-0.236997,-0.270929,-0.80106,0.867525,0.78546,3.4369,-0.0313791,0.0145966,0.110317,0.754113,-0.744998,-0.431037,-0.966798,-0.136785,2.88078,-0.451285,-0.470763,0.457585,1.22469,-0.668868,-0.311862,-0.596269,0.542567,2.14207,0.68431,0.242297,-1.0774,0.719677,-0.549009,-0.389101,2.43235,0.577198,0.312281,-0.837375,2.26681,0.903299,-0.53444,-0.22755,1.55005,1.67568,0.0763331,0.0721561,-0.578261,-0.324976,-1.58629,-1.37515,1.91028,-1.33533,-0.288566,0.0222037,0.238951,-0.860572,-0.429229,-0.714049,0.354351,1.0442,0.562455,-0.289001,0.464903,0.490399,-0.419581,1.50889,-0.134287,0.313865,0.650216,0.129211,0.584904,0.754096,0.533111,0.680854,2.06372,1.00121,-1.67136,-1.01735,1.32141,-2.39344,1.1938,0.108229,0.96509,-1.71095,-0.701513,0.400993,0.889953,1.07007,-0.984747,-0.648673,0.393316,-0.384502,-0.170037,-1.31585,-0.443649,1.59744,-0.696996,-0.484716,-1.74897,0.21764,0.239067,-0.982252,1.03839,0.197648,-0.87039,-0.0476648,-1.14078,-0.0921322,0.170653,0.113722,-0.549071,0.763553,-0.228352,-0.564379,-0.412141,-0.0716983,0.279424,0.124769,0.202839,0.154025,2.65131,0.934,0.871902,0.689269,-0.317252,-0.142013,-0.12208,-0.249244,0.0977235,-0.414176,-1.0239,-0.897325,-6.01545,0.304963,-4.76882,-1.59619,1.94049,-1.99952,-0.91965,3.0347,-4.05317,3.74076,3.21399,-0.814533,-0.931155,-2.75316,2.98159,2.69954,-0.0903963,0.0420495,0.3178,2.17243,-2.14617,-1.24172,-2.78513,-0.394047,-0.966683,-1.00841,0.980179,2.62337,-1.43276,-0.668029,-1.27725,1.16222,0.213697,0.0756649,-0.336452,0.224742,-0.171445,-0.121509,0.759577,0.180248,-0.0604217,0.163564,0.0651786,-0.0385631,-0.0164192,0.111846,0.120911,0.0055079,-0.138176,-0.0776533,-0.379046,-0.328594,0.456464,-0.319078,-0.068953,0.00530561,-0.422024,-0.210494,-0.350169,0.173774,0.512074,0.275828,-0.141726,0.227988,-0.223684,0.804409,-0.0715898,0.167325,0.346638,0.0688841,0.311819,0.402017,0.0736884,0.223355,0.108361,-0.180891,-0.110107,0.143016,-0.25904,0.129204,0.379586,-0.672943,-0.275916,0.157717,0.350033,0.420875,-0.387317,-0.255134,-0.0836831,-0.0370068,-0.286383,-0.0965558,0.347667,-0.151694,-0.105494,-0.380647,0.0407974,-0.167624,0.177203,0.0337292,-0.148535,-0.00813414,-0.194677,-0.0157226,0.014189,-0.068507,0.0952677,-0.0284913,-0.0704169,-0.0514224,-0.00894572,0.0348635,0.814357,0.643777,-0.296314,-0.132641,-0.114023,-0.232794,0.0912738,-0.386841,-0.956323,-0.838101,-29.6977,0.13731
-220.907,0.994933,0.0110832,8,255,0,300.743,0.102063,0.0928757,3.35091,-0.558233,0.33429,-0.637239,-0.306126,0.958303,-1.579,-0.937581,1.08769,5.7486,-0.657554,1.0954,2.00472,-0.350862,-0.409174,0.53551,-0.0925454,1.68857,2.1338,0.266789,-0.0244845,0.639947,1.40448,-1.0144,-0.0408347,-0.288793,-0.417959,1.90819,-0.726491,-0.487015,0.16108,1.41079,-1.24649,-0.136536,-0.677266,0.150732,1.81994,0.0526839,1.83518,-0.419893,0.36427,-0.63543,-1.50848,0.586364,0.963229,0.0562246,-1.57672,0.81102,-0.605381,0.388802,-1.5222,0.58343,-1.0606,0.408214,0.0111388,-0.427067,-0.315109,-0.858274,-0.206734,0.54236,0.697757,0.0471066,-0.658935,0.378664,0.00651458,-1.03473,0.372404,-0.241375,1.87095,-1.54755,-0.475165,-1.59169,0.290098,-0.678484,0.943569,-0.79583,-0.153459,-1.1915,1.30441,0.123456,0.760218,0.349423,-1.65163,-0.201003,-0.467808,1.11195,0.832364,-0.630029,-0.121316,0.260873,0.0557538,1.51252,-1.92374,-0.416371,0.224634,-0.293805,0.289619,-0.115839,-0.398442,0.456357,0.88092,-0.740142,-0.315882,0.00656927,-0.655656,-1.91759,1.25923,-0.683459,0.39315,0.363238,-0.707,1.10209,0.32475,-0.316964,0.141658,-1.33011,0.349973,0.172371,-0.2626,-1.0054,1.29003,-0.112221,-1.71131,-0.880514,0.466695,-0.985048,0.0895693,0.137861,0.169127,2.34179,0.800743,0.913167,0.902051,-0.217552,-0.14069,-0.180679,-0.297429,0.0860813,-0.374146,-1.05915,-0.867309,-3.20906,1.9217,-3.66323,-1.7598,5.5089,-9.07702,-5.38978,6.25269,-1.40309,2.33737,4.27767,-0.748669,-0.873096,1.14267,-0.197473,3.60307,0.509084,-0.0467211,1.22114,2.68001,-1.93567,-0.0779204,-0.551071,-0.797545,-1.32217,-0.886341,0.293156,2.56756,-2.26854,-0.248488,-1.23259,0.274324,0.00296213,0.103182,-0.0236083,0.020481,-0.0357268,-0.0848136,0.0329681,0.0541572,-0.0175627,0.00903376,-0.00674319,0.00433078,-0.0169554,0.00649868,-0.0118138,0.00454699,-0.161715,-0.11932,-0.324997,-0.0782828,0.205372,0.264215,0.0178376,-0.249515,0.00188987,-0.300172,0.108034,-0.0700226,0.542758,-0.448942,-0.137845,-0.461748,-0.237078,0.329705,-0.278081,-0.0536222,-0.416338,0.455791,0.0431382,0.265638,-0.0920848,-0.0112067,-0.0260821,0.0619955,0.0464074,-0.0351265,-0.00676385,0.0145447,0.690248,-0.877914,-0.190014,0.102513,-0.13408,0.132169,-0.052864,-0.181832,0.346334,-0.290987,-0.124189,0.00258271,-0.257771,-0.7539,0.495065,-0.268702,0.0626116,-0.121866,0.189969,0.0559775,-0.0546353,0.0244177,-0.229273,0.0603253,-0.0235209,-0.0900532,0.115547,-0.0100515,-0.153281,-0.078867,0.0418015,-0.08823,0.731212,0.722311,-0.174203,-0.112657,-0.144677,-0.238164,0.068929,-0.299595,-0.848108,-0.694492,-28.4092,0.102063
-222.311,0.913276,0.0110832,9,511,0,290.854,-0.102675,-0.861103,-0.785866,-1.85613,-0.370232,-0.773668,-0.72055,2.15483,1.84799,-0.346246,0.834346,4.34491,-0.214271,0.58157,0.978614,0.387228,0.0989062,-0.686937,0.0523349,-1.00652,2.41708,-0.122491,-0.393111,1.31781,1.8617,-1.98561,-1.48519,-2.37843,-0.610442,1.27091,-0.825383,-0.721082,0.883932,0.792691,-1.23809,-0.847254,-0.931853,0.351,2.07045,1.23851,0.377921,-0.652372,-0.0879219,0.529742,1.71286,0.310833,-0.240832,0.129501,0.529284,0.430127,0.423898,0.00100853,1.26428,0.102484,1.02885,-0.75559,0.0506758,-0.0389552,-0.817089,-0.92877,-1.16317,0.874668,-1.48712,-0.925383,0.916878,0.189126,-1.33654,-1.32275,-0.599752,0.0625964,1.84888,1.54097,-0.947308,0.860442,0.19301,0.98189,2.19013,-0.304765,0.85432,0.181901,0.355439,1.89336,1.65258,0.239577,1.16511,-0.775563,0.501672,0.0172896,-0.913533,0.751335,-0.150608,-0.521775,0.232281,1.91099,-0.229274,0.791481,1.05048,-0.540288,1.11515,0.0580458,0.41822,1.86589,1.71838,-1.26021,-0.0881769,0.540655,0.542598,-2.07006,-0.637405,-0.230559,0.282859,-0.192052,-0.944356,1.32183,0.337627,-0.76991,-0.137746,-0.889517,0.355074,0.171616,0.18946,-0.880506,1.74419,-0.163878,-1.27941,-0.273424,-0.365084,0.142395,0.0893351,0.178413,0.163531,2.15618,0.389061,2.03464,1.68292,-0.0147085,0.122705,0.317475,-0.00566253,0.929511,-0.252171,-0.997889,-1.49263,-8.0647,-1.60863,-3.36151,-3.13072,9.36252,8.02935,-1.5044,3.62515,-0.51791,1.4057,2.36539,0.93596,0.239064,-1.66038,0.126498,-2.43283,-0.155675,-0.49961,1.67482,2.36605,-2.52354,-1.88755,-3.02277,-0.775819,-1.70891,-1.49296,1.83014,1.64123,-2.56339,-1.7542,-1.92935,0.726728,0.160388,0.0489411,-0.0844828,-0.011386,0.0686021,0.221816,0.0402532,-0.031188,0.0268219,0.021797,0.0214813,5.11083e-05,0.0640684,0.00519344,0.052138,-0.0382901,-0.00736742,-0.154533,-0.175654,-0.219986,0.165422,-0.281253,-0.175014,0.173405,-0.257965,-0.255305,-0.115758,0.0120817,0.356852,0.297423,-0.18284,0.166074,0.235238,0.524704,-0.0730147,0.204675,0.0435794,0.0851549,0.453606,0.39592,0.270633,-0.180149,0.116529,0.00401604,-0.212196,0.174521,-0.0349832,-0.121198,3.56569,-0.427799,1.47681,1.96008,-1.00812,2.08074,0.108307,0.780351,0.486057,-0.35646,-0.0249416,0.152929,0.153479,-0.585534,-0.180295,-0.0652157,-0.0329592,-0.162066,0.226847,0.0579421,-0.132129,-0.0236394,-0.152655,0.0609363,0.0169254,-0.0786601,0.155817,-0.01464,-0.114297,-0.0244264,-0.0326148,0.0127208,0.791599,0.654759,-0.00572252,0.0477397,0.123517,-0.00220307,0.361637,-0.0981098,-0.38824,-0.580723,-26.9923,-0.102675
